you,ты
blaspheme,богохульствовать
blindly,слепо
blindness,слепота
blissful,блаженный
bloat,раздувание
blotch,пятно
blubber,ворвань
bluffy,резкий
bluish,голубоватый
bluster,бахвальство
boastful,хвастливый
bog,болото
bookcase,книжный шкаф
bookkeeper,бухгалтер
bookworm,книжный червь
borough,район
braid,тесьма
brainless,безмозглый
brainpower,умственные способности
brand-new,совершенно новый
brash,дерзкий
brilliance,блеск
brother-in-law,шурин
brute,грубый
built-in,встроенный
bystander,сторонний наблюдатель
calmness,спокойствие
calumny,клевета
candour,откровенность
capacious,вместительный
captivate,пленять
carbohydrate,углевод
carbon,углерод
carious,кариозный
carnivorous,плотоядный
cast iron,чугун
catchy,запоминающийся
cater,обслужить
cattish,кошачий
caw,каркать
ceasless,непрестанно
ceramic,керамика
chafe,раздражать
chagrin,огорчение
chancy,шанс
changeable,Сменный
changeless,неизменный
chastise,наказывать
chastisement,наказание
chatterbox,болтун
cheapen,удешевить
cheerless,унылый
chestnut,каштан
childbirth,роды
churchyard,погост
circular,круговой
circumscribe,ограничивать
circumvent,обойти
civic,гражданский
clack,щелкать
clairvoyant,ясновидящий
cleave,раскалывать
cleaver,тесак
cleft,расщелина
clemency,милосердие
clement,Clement
clergy,духовенство
clergyman,священнослужитель
cleverness,сообразительность
climax,кульминация
clinch,клинч
cloakroom,гардероб
clog,засорять
closeness,близость
clotted,свернувшийся
cloudless,безоблачный
clout,влияние
cluster,кластер
clutter,беспорядок
cockpit,кабина
coefficient,коэффициент
cogitate,размышлять
cognate,родственный
cognizance,осведомленность
cognizance,осведомленность
cohabit,сожительствовать
cohere,согласовываться
cohort,когорта
colander,дуршлаг
coldness,холодность
collateral,залог
collective,коллектив
collide,столкнуться
comely,миловидный
commandment,заповедь
commemorate,почтить память
commiserate,сочувствовать
compulsion,принуждение
concealment,сокрытие
concede,уступать
concourse,сборище
concourse,сборище
concur,соглашаться
